YEAR,QUARTER,AIRLINE NAME,CITY1,CITY2,PASSENGERS ON WAY,PASSENGERS RETURN,FREIGHT FROM CITY1 TO CITY2,FREIGHT FROM CITY2 TO CITY1
2015,Q2,MALAYSIA AIRLINES,ABUDHABI,TRIVANDRUM,25687,25658,5.3,204.2
2015,Q2,MALINDO AIRWAYS,ADDIS ABABA,CHENNAI,0,0,0,502.2
2015,Q2,MIHIN LANKA,ADDIS ABABA,DELHI,6658,7829,25.8,24.6
2015,Q2,MYANMAR AIRLINES,ADEN,MUMBAI,0,0,0,0
2015,Q2,NEPAL AIRLINES CORPORATION,AL AIN,KOZHIKODE,1786,1976,0,0
2015,Q2,OMAN AIR,ALMATY,DELHI,4667,5324,4.9,85
2015,Q2,PAK INTERNATIONAL,AMSTERDAM,DELHI,17994,20711,577.9,1592.7
2015,Q2,QATAR AIRWATYS,ASHGABAT,AMRITSAR,3423,7421,0,3.1
2015,Q2,REGENT AIRWAYS,ASHGABAT,DELHI,2149,2261,0,25
2015,Q2,SAFI AIRWAYS,BAGHDAD,DELHI,0,842,0,0
2015,Q2,SAUDIA,BAHRAIN,BENGALURU,0,0,0.6,0
2015,Q2,SILK AIR,BAHRAIN,CHENNAI,18597,17519,10.7,214.5
2015,Q2,SINGAPORE AIRLINES,BAHRAIN,DELHI,31208,30816,136,446.3
2015,Q2,SRILNKAN AIRWAYS,BAHRAIN,HYDERABAD,8385,8084,1,0
2015,Q2,SWISS AIR,BAHRAIN,KOCHI,16297,15153,8.4,353
2015,Q2,TAJIK AIR,BAHRAIN,KOZHIKODE,5253,6754,0,0
2015,Q2,THAI AIRWAYS,BAHRAIN,MANGALORE,2551,3716,0,0
2015,Q2,TIGER AIRWAYS,BAHRAIN,MUMBAI,35049,39885,387.9,1047.3
2015,Q2,TRANSAERO AIRLINES,BAHRAIN,TRIVANDRUM,14170,12538,131.3,230.9
2015,Q2,TURKISH AIRLINES,BANGKOK,AHMEDABAD,3185,0,0,0
2015,Q2,TURKMENISTAN AIRLINES,BANGKOK,BENGALURU,23781,24993,983.7,783.4
2015,Q2,UNITED AIRLINES,BANGKOK,CHENNAI,21041,22344,1037.8,1310.6
2015,Q2,UNITED AIRLINES BANGLADESH LTD.,BANGKOK,DELHI,85201,89927,2531.5,979
2015,Q2,UNITED PARCEL SERVICES,BANGKOK,GAYA,322,160,0,0
2015,Q2,UZBEKISTAN AIRWAYS,BANGKOK,HYDERABAD,13713,14842,488.6,403.2
2015,Q2,VIRGIN ATLANTIC AIRLINES,BANGKOK,KOLKATA,69319,70039,663.6,806
2015,Q2,YEMENIA AIRWAYS,BANGKOK,MUMBAI,92270,90960,3202.9,1801.7
2015,Q2,AIR INDIA,BANGKOK,VARANASI,162,322,0,0
2015,Q2,AIR INDIA EXPRESS,BIRMINGHAM,AMRITSAR,3355,6101,0,0
2015,Q2,INDIGO,BIRMINGHAM,DELHI,8313,11879,98.6,124.9
2015,Q2,JET AIRWAYS,BISHKEK,DELHI,1918,1410,0.5,336.4
2015,Q2,SPICEJET,BRUSELLS,DELHI,7579,10781,629.3,661.3
2015,Q2,AEROFLOT,BRUSELLS,MUMBAI,11014,12425,774.9,675.1
2015,Q2,AEROLOGIC,CAIRO,MUMBAI,3365,4446,70.7,49.3
2015,Q2,AIR ARABIA,CHICAGO,DELHI,16366,19874,387.3,314.6
2015,Q2,AIR ASIA BERHAD,CHICAGO,HYDERABAD,5832,6226,0,0
2015,Q2,AIR AUSTRAL,CHITTAGONG,KOLKATA,7853,13344,0,0.1
2015,Q2,AIR CHINA,COLOGNE,MUMBAI,0,0,17.9,1355.1
2015,Q2,AIR FRANCE,COLOMBO,BENGALURU,18146,18417,315.2,357.8
2015,Q2,AIR MANAS,COLOMBO,CHENNAI,88976,94312,947.5,2301.4
2015,Q2,AIR MAURITIUS,COLOMBO,DELHI,12619,13637,175.4,198.9
2015,Q2,AIR ASTANA,COLOMBO,GAYA,3,136,0,0
2015,Q2,AIR SEYCHELLES,COLOMBO,KOCHI,22891,20463,15.9,530.4
2015,Q2,ALL NIPPON AIRWAYS,COLOMBO,MADURAI,16652,16548,0,0
2015,Q2,ARIANA AFGHAN,COLOMBO,MUMBAI,31439,32752,346.3,308.9
2015,Q2,ASIANA AIRLINES,COLOMBO,TIRUCHIRAPALLY,24759,24265,5.8,439.6
2015,Q2,AUSTRIAN AIRLINES,COLOMBO,TRIVANDRUM,17611,13458,18.7,522.4
2015,Q2,BANGKOK AIRWAYS,COLOMBO,VARANASI,90,210,0,0
2015,Q2,BHUTAN AIRLINES,DAMMAM,BENGALURU,1048,729,0,21.5
2015,Q2,BIMAN BANGLADESH,DAMMAM,CHENNAI,1051,1129,6.7,23.3
2015,Q2,BRITISH AIRWAYS,DAMMAM,DELHI,25748,28673,144.3,236.9
2015,Q2,BUDHHA AIR,DAMMAM,HYDERABAD,4363,4582,4,38.4
2015,Q2,CATHAY PACIFIC,DAMMAM,KOCHI,11309,9980,2.9,273.2
2015,Q2,CHINA AIRLINES LTD,DAMMAM,KOZHIKODE,15820,15074,5.4,202.2
2015,Q2,CHINA EASTERN AIRLINES,DAMMAM,MANGALORE,5496,6218,0,0
2015,Q2,CHINA SOUTHERN ,DAMMAM,MUMBAI,14511,16302,23.4,220.6
2015,Q2,DRAGON AIR,DAMMAM,TRIVANDRUM,12771,13339,3.9,222.3
2015,Q2,DRUK AIR,DHAKA,CHENNAI,2851,2408,17.5,130.1
2015,Q2,EGYPT AIR,DHAKA,DELHI,10486,11453,197.5,222.7
2015,Q2,EL-AL-ISRAEL,DHAKA,KOLKATA,36191,40550,219.9,839.1
2015,Q2,EMIRATES AIRLINE,DHAKA,MUMBAI,9119,8036,225.3,255.1
2015,Q2,ETHIOPIAN AIRLINES,DOHA,AHMEDABAD,14269,15019,212.4,1098.3
2015,Q2,ETIHAD AIRLINES,DOHA,AMRITSAR,10669,14697,4.6,34.5
2015,Q2,EVA AIRWAYS,DOHA,BENGALURU,20225,20333,1280.4,1236.9
2015,Q2,FEDERAL EXPRESS,DOHA,CHENNAI,24153,24155,3018.3,3839.6
2015,Q2,FINN AIR,DOHA,DELHI,50327,55377,2388.4,4315
2015,Q2,FLY DUBAI,DOHA,GOA,11906,13385,5.6,128.3
2015,Q2,GULF AIR,DOHA,HYDERABAD,14901,14965,284.6,697
2015,Q2,IRAN AIR,DOHA,KOCHI,55069,49816,74.5,2606.4
2015,Q2,IRAQI AIRWAYS,DOHA,KOLKATA,10975,11167,672.4,574.2
2015,Q2,ISLAND AVIATION SERVICES,DOHA,KOZHIKODE,31162,29027,4.7,468.1
2015,Q2,JAPAN AIRLINES,DOHA,MANGALORE,3172,3933,0,0
2015,Q2,KALITTA AIR,DOHA,MUMBAI,54555,61606,2970.9,4139.1
2015,Q2,KAM AIR,DOHA,TRIVANDRUM,21710,20256,1.7,343.1
2015,Q2,KENYA AIRWAYS,DUBAI,AHMEDABAD,44164,50287,662.8,1761.7
2015,Q2,KLM AIRLINES,DUBAI,AMRITSAR,12798,16351,0,0
2015,Q2,KOREAN AIR,DUBAI,BENGALURU,91594,88399,3625.2,6011.3
2015,Q2,KUWAIT AIRWAYS,DUBAI,CHENNAI,117706,119990,3272.7,5228.3
2015,Q2,LUFTHANSA,DUBAI,DELHI,203463,219902,4696.3,11215.8
2015,Q2,MAHAN AIR,DUBAI,GOA,4909,1860,2.5,0
2015,Q2,MALAYSIA AIRLINES,DUBAI,HYDERABAD,110757,117835,881.9,3928
2015,Q2,MALINDO AIRWAYS,DUBAI,JAIPUR,7046,8765,0,0
2015,Q2,MIHIN LANKA,DUBAI,KOCHI,129829,121029,560.9,4497.9
2015,Q2,MYANMAR AIRLINES,DUBAI,KOLKATA,33395,39891,1110.8,2219.3
2015,Q2,NEPAL AIRLINES CORPORATION,DUBAI,KOZHIKODE,58206,55857,45.5,1067.8
2015,Q2,OMAN AIR,DUBAI,LUCKNOW,21714,22395,0.7,34.6
2015,Q2,PAK INTERNATIONAL,DUBAI,MADURAI,14472,14965,0,0
2015,Q2,QATAR AIRWATYS,DUBAI,MANGALORE,43622,43313,1.4,103.7
2015,Q2,REGENT AIRWAYS,DUBAI,MUMBAI,257107,277744,5627.7,13490.5
2015,Q2,SAFI AIRWAYS,DUBAI,PUNE,14184,17179,0,0
2015,Q2,SAUDIA,DUBAI,TIRUCHIRAPALLY,15103,15664,0,0
2015,Q2,SILK AIR,DUBAI,TRIVANDRUM,78357,72715,250.1,2922.7
2015,Q2,SINGAPORE AIRLINES,DUBAI,VISAKHAPATNAM,4581,4549,0.1,0
2015,Q2,SRILNKAN AIRWAYS,DUSHANBE,DELHI,2600,381,0,8
2015,Q2,SWISS AIR,FRANKFURT,BENGALURU,26186,27939,2152,1122.8
2015,Q2,TAJIK AIR,FRANKFURT,CHENNAI,20360,23952,1658.3,1221.9
2015,Q2,THAI AIRWAYS,FRANKFURT,DELHI,43122,57876,878,1567.5
2015,Q2,TIGER AIRWAYS,FRANKFURT,HYDERABAD,0,0,324.7,1527.3
2015,Q2,TRANSAERO AIRLINES,FRANKFURT,KOLKATA,0,0,0,0
2015,Q2,TURKISH AIRLINES,FRANKFURT,MUMBAI,15558,20413,4363.6,2551
2015,Q2,TURKMENISTAN AIRLINES,FRANKFURT,PUNE,3365,3659,0,0
2015,Q2,UNITED AIRLINES,GUANGZHOU,DELHI,16336,18166,2137,433.3
2015,Q2,UNITED AIRLINES BANGLADESH LTD.,GUANGZHOU,MUMBAI,0,0,0,300.1
2015,Q2,UNITED PARCEL SERVICES,HAA DHAALU ATOLL,TRIVANDRUM,499,579,0,0
2015,Q2,UZBEKISTAN AIRWAYS,HELNSKI,DELHI,6725,9884,472.2,645.4
2015,Q2,VIRGIN ATLANTIC AIRLINES,HO CHI MINH CITY,DELHI,1196,687,0,81.9
2015,Q2,YEMENIA AIRWAYS,HONG KONG,BENGALURU,22734,21938,693.3,905.8
2015,Q2,AIR INDIA,HONG KONG,CHENNAI,25143,23698,5822.1,3955.2
2015,Q2,AIR INDIA EXPRESS,HONG KONG,DELHI,73953,84747,13902,4107.9
2015,Q2,INDIGO,HONG KONG,HYDERABAD,13931,14277,828.2,1214.4
2015,Q2,JET AIRWAYS,HONG KONG,MUMBAI,65113,64680,5875.4,4593.9
2015,Q2,SPICEJET,ISTANBUL,DELHI,21035,24944,810.7,1222.7
2015,Q2,AEROFLOT,ISTANBUL,MUMBAI,24652,28288,1352.7,2033.1
2015,Q2,AEROLOGIC,JEDDAH,BENGALURU,5560,6010,40.9,355.2
2015,Q2,AIR ARABIA,JEDDAH,CHENNAI,8455,9257,130.6,581.5
2015,Q2,AIR ASIA BERHAD,JEDDAH,DELHI,19493,21405,120.9,969.5
2015,Q2,AIR AUSTRAL,JEDDAH,HYDERABAD,19607,19036,32.2,691.1
2015,Q2,AIR CHINA,JEDDAH,KOCHI,32407,26263,20.4,1866.9
2015,Q2,AIR FRANCE,JEDDAH,KOZHIKODE,13864,14121,6.9,398.7
2015,Q2,AIR MANAS,JEDDAH,LUCKNOW,10896,13454,37.5,68.7
2015,Q2,AIR MAURITIUS,JEDDAH,MUMBAI,46555,53317,279.8,1852.7
2015,Q2,AIR ASTANA,KABUL,DELHI,26708,30315,118,507
2015,Q2,AIR SEYCHELLES,KARACHI,DELHI,791,1728,3.2,7
2015,Q2,ALL NIPPON AIRWAYS,KARACHI,MUMBAI,1836,3438,6.1,83.7
2015,Q2,ARIANA AFGHAN,KATHMANDU,DELHI,80681,75167,206.9,405.6
2015,Q2,ASIANA AIRLINES,KATHMANDU,KOLKATA,3754,4271,0,24.1
2015,Q2,AUSTRIAN AIRLINES,KATHMANDU,MUMBAI,12720,9173,39.6,87.3
2015,Q2,BANGKOK AIRWAYS,KATHMANDU,VARANASI,683,1213,0,1.3
2015,Q2,BHUTAN AIRLINES,KUALALUMPUR,BENGALURU,19874,18032,341.3,308.2
2015,Q2,BIMAN BANGLADESH,KUALALUMPUR,CHENNAI,28001,30258,1219.4,1105
2015,Q2,BRITISH AIRWAYS,KUALALUMPUR,DELHI,46690,49095,1208.9,1337.8
2015,Q2,BUDHHA AIR,KUALALUMPUR,HYDERABAD,11133,10749,171.5,148.1
2015,Q2,CATHAY PACIFIC,KUALALUMPUR,KOCHI,39140,39368,81.6,154.9
2015,Q2,CHINA AIRLINES LTD,KUALALUMPUR,KOLKATA,8855,8165,34.1,114.7
2015,Q2,CHINA EASTERN AIRLINES,KUALALUMPUR,MUMBAI,41804,39987,1079.3,1145.1
2015,Q2,CHINA SOUTHERN ,KUALALUMPUR,TIRUCHIRAPALLY,61087,58595,0,770.6
2015,Q2,DRAGON AIR,KUALALUMPUR,VISAKHAPATNAM,5616,4468,0,0
2015,Q2,DRUK AIR,KUNMING,KOLKATA,6804,7394,65.7,86.9
2015,Q2,EGYPT AIR,KUWAIT,AHMEDABAD,1796,2148,12.1,0.4
2015,Q2,EL-AL-ISRAEL,KUWAIT,CHENNAI,17578,16990,30.1,550.4
2015,Q2,EMIRATES AIRLINE,KUWAIT,DELHI,13035,15179,118.3,458.5
2015,Q2,ETHIOPIAN AIRLINES,KUWAIT,GOA,1740,727,22.7,0
2015,Q2,ETIHAD AIRLINES,KUWAIT,HYDERABAD,1964,2148,9.9,0
2015,Q2,EVA AIRWAYS,KUWAIT,KOCHI,18340,18341,16,248.8
2015,Q2,FEDERAL EXPRESS,KUWAIT,KOZHIKODE,5382,5606,0,0
2015,Q2,FINN AIR,KUWAIT,MANGALORE,3011,2187,0,0
2015,Q2,FLY DUBAI,KUWAIT,MUMBAI,40993,50148,694.8,1792.9
2015,Q2,GULF AIR,KUWAIT,TRIVANDRUM,9737,9774,5.8,530.2
2015,Q2,IRAN AIR,LAHORE,DELHI,450,1753,9.6,5.6
2015,Q2,IRAQI AIRWAYS,LEIPZIG,BENGALURU,0,0,0,1.5
2015,Q2,ISLAND AVIATION SERVICES,LEIPZIG,DELHI,0,0,778.4,2165.3
2015,Q2,JAPAN AIRLINES,LONDON,AHMEDABAD,3579,6032,0,0
2015,Q2,KALITTA AIR,LONDON,AMRITSAR,0,4265,0,0
2015,Q2,KAM AIR,LONDON,BENGALURU,20263,23430,759,1363
2015,Q2,KENYA AIRWAYS,LONDON,CHENNAI,14422,17719,549,1094
2015,Q2,KLM AIRLINES,LONDON,DELHI,90612,126571,4607,7484.4
2015,Q2,KOREAN AIR,LONDON,HYDERABAD,15141,18457,461,905
2015,Q2,KUWAIT AIRWAYS,LONDON,MUMBAI,93260,117999,5266.5,7659
2015,Q2,LUFTHANSA,LUXEMBOURG,CHENNAI,0,0,0,0
2015,Q2,MAHAN AIR,LUXEMBOURG,DELHI,0,0,0,0
2015,Q2,MALAYSIA AIRLINES,MALE,BENGALURU,4439,4687,0.2,8.1
2015,Q2,MALINDO AIRWAYS,MALE,CHENNAI,1332,1529,1.3,49.5
2015,Q2,MIHIN LANKA,MALE,KOCHI,4358,4766,0,54.7
2015,Q2,MYANMAR AIRLINES,MALE,TRIVANDRUM,11866,13311,3.3,221.2
2015,Q2,NEPAL AIRLINES CORPORATION,MALPENSA,DELHI,6400,6710,141.2,66.3
2015,Q2,OMAN AIR,MANDALAY,GAYA,0,0,0,0
2015,Q2,PAK INTERNATIONAL,MARUITIUS,BENGALURU,2043,2012,0,25.1
2015,Q2,QATAR AIRWATYS,MARUITIUS,CHENNAI,1392,1601,2.9,43.1
2015,Q2,REGENT AIRWAYS,MARUITIUS,DELHI,5941,7156,26,228.1
2015,Q2,SAFI AIRWAYS,MARUITIUS,MUMBAI,13542,14998,49.8,598.6
2015,Q2,SAUDIA,MEDINA,DELHI,1608,1403,0,0
2015,Q2,SILK AIR,MEDINA,KOCHI,0,0,0,0
2015,Q2,SINGAPORE AIRLINES,MEDINA,MUMBAI,2702,1510,0.1,18.5
2015,Q2,SRILNKAN AIRWAYS,MELBOURNE,DELHI,6283,8500,54.5,138.4
2015,Q2,SWISS AIR,MOSCOW,DELHI,21624,29249,185.7,1370.5
2015,Q2,TAJIK AIR,MOSCOW,GOA,2315,3567,0.1,19.8
2015,Q2,THAI AIRWAYS,MUENCHEN,DELHI,15717,20086,855.2,1074.1
2015,Q2,TIGER AIRWAYS,MUENCHEN,MUMBAI,16347,19354,1417.4,1124.9
2015,Q2,TRANSAERO AIRLINES,MUSCAT,AHMEDABAD,6026,9129,0,12.5
2015,Q2,TURKISH AIRLINES,MUSCAT,BENGALURU,12578,11242,38.6,189
2015,Q2,TURKMENISTAN AIRLINES,MUSCAT,CHENNAI,33543,33262,32.2,363.2
2015,Q2,UNITED AIRLINES,MUSCAT,DELHI,30537,36247,141.2,545.2
2015,Q2,UNITED AIRLINES BANGLADESH LTD.,MUSCAT,GOA,4694,4957,1.8,15.8
2015,Q2,UNITED PARCEL SERVICES,MUSCAT,HYDERABAD,28102,28430,10.1,353
2015,Q2,UZBEKISTAN AIRWAYS,MUSCAT,JAIPUR,9777,12605,75.6,64.2
2015,Q2,VIRGIN ATLANTIC AIRLINES,MUSCAT,KOCHI,34854,34968,38.3,444.7
2015,Q2,YEMENIA AIRWAYS,MUSCAT,KOZHIKODE,25772,25574,21.2,314.9
2015,Q2,AIR INDIA,MUSCAT,LUCKNOW,12273,13017,3.1,118.8
2015,Q2,AIR INDIA EXPRESS,MUSCAT,MANGALORE,5354,5188,0,0
2015,Q2,INDIGO,MUSCAT,MUMBAI,57681,67071,137.1,764.6
2015,Q2,JET AIRWAYS,MUSCAT,TRIVANDRUM,33797,31410,7.4,355.1
2015,Q2,SPICEJET,NAIROBI,MUMBAI,19277,24593,39.2,721
2015,Q2,AEROFLOT,NARITA,DELHI,12550,21566,1301,1408.5
2015,Q2,AEROLOGIC,NARITA,MUMBAI,1431,1368,0,0
2015,Q2,AIR ARABIA,NAVOI,DELHI,0,0,706,1342.7
2015,Q2,AIR ASIA BERHAD,NAVOI,MUMBAI,0,0,150.4,133.4
2015,Q2,AIR ASTANA,NEW YORK,DELHI,16990,20875,358.5,305.1
2015,Q2,AIR AUSTRAL,NEW YORK,MUMBAI,2690,4067,0,0
2015,Q2,AIR CHINA,NEWARK,AHMEDABAD,5196,7412,0,0
2015,Q2,AIR FRANCE,NEWARK,DELHI,13108,15108,230.7,535.5
2015,Q2,AIR MANAS,NEWARK,MUMBAI,45613,51714,674.7,755.3
2015,Q2,AIR MAURITIUS,OSAKA,DELHI,998,1286,0,0
2015,Q2,AIR SEYCHELLES,OSAKA,MUMBAI,181,109,0,0
2015,Q2,ALL NIPPON AIRWAYS,PARIS,BENGALURU,12476,14214,553.7,878.2
2015,Q2,ARIANA AFGHAN,PARIS,CHENNAI,1595,1350,0,0
2015,Q2,ASIANA AIRLINES,PARIS,DELHI,26385,32356,1730.4,1582.7
2015,Q2,AUSTRIAN AIRLINES,PARIS,MUMBAI,33281,35130,1754.8,2844.3
2015,Q2,BANGKOK AIRWAYS,PARO,DELHI,5918,6273,0.6,11.2
2015,Q2,BHUTAN AIRLINES,PARO,KOLKATA,6427,5635,0.2,4.2
2015,Q2,BIMAN BANGLADESH,PEKING,DELHI,21992,24638,1176.8,1054.9
2015,Q2,BRITISH AIRWAYS,RANGOON,DELHI,448,435,0,0
2015,Q2,BUDHHA AIR,RANGOON,GAYA,1426,1747,0.1,0.2
2015,Q2,CATHAY PACIFIC,RANGOON,KOLKATA,1814,2179,0.3,9.7
2015,Q2,CHINA AIRLINES LTD,REUNION,CHENNAI,208,181,0,1
2015,Q2,CHINA EASTERN AIRLINES,RIYADH,BENGALURU,2101,1620,0,126
2015,Q2,CHINA SOUTHERN ,RIYADH,CHENNAI,8793,8412,28.6,462.4
2015,Q2,DRAGON AIR,RIYADH,DELHI,22005,24384,130.9,1293.7
2015,Q2,DRUK AIR,RIYADH,HYDERABAD,9820,10219,27.3,506.7
2015,Q2,EGYPT AIR,RIYADH,KOCHI,23976,20927,39.1,1122.2
2015,Q2,EL-AL-ISRAEL,RIYADH,KOZHIKODE,6106,7616,9.8,244.8
2015,Q2,EMIRATES AIRLINE,RIYADH,LUCKNOW,8988,12027,15.8,365
2015,Q2,ETHIOPIAN AIRLINES,RIYADH,MUMBAI,43776,47154,647.8,1204.7
2015,Q2,ETIHAD AIRLINES,RIYADH,TRIVANDRUM,6972,7473,5.3,218.8
2015,Q2,EVA AIRWAYS,ROME,DELHI,7599,12892,40.9,246.2
2015,Q2,FEDERAL EXPRESS,SALALAH,KOCHI,1116,1096,0,0
2015,Q2,FINN AIR,SALALAH,KOZHIKODE,3138,3102,0,0
2015,Q2,FLY DUBAI,SALALAH,TRIVANDRUM,753,954,0,0
2015,Q2,GULF AIR,SANAA,MUMBAI,0,318,0,0
2015,Q2,IRAN AIR,SEOUL,CHENNAI,0,0,0,0
2015,Q2,IRAQI AIRWAYS,SEOUL,DELHI,8627,10689,82.2,245.2
2015,Q2,ISLAND AVIATION SERVICES,SEOUL,MUMBAI,5633,6886,178.6,329.9
2015,Q2,JAPAN AIRLINES,SEYCHELLES,MUMBAI,3965,4175,1.7,12.4
2015,Q2,KALITTA AIR,SHANGHAI,DELHI,7811,8248,622.9,150.7
2015,Q2,KAM AIR,SHANGHAI,MUMBAI,2590,2483,0,0
2015,Q2,KENYA AIRWAYS,SHARJAH,AHMEDABAD,13786,14236,15.5,190.7
2015,Q2,KLM AIRLINES,SHARJAH,BENGALURU,14364,13870,8.6,243.8
2015,Q2,KOREAN AIR,SHARJAH,CHENNAI,14931,17576,4.3,228
2015,Q2,KUWAIT AIRWAYS,SHARJAH,COIMBATORE,10473,9918,7.4,164.2
2015,Q2,LUFTHANSA,SHARJAH,DELHI,24914,29107,142,532.9
2015,Q2,MAHAN AIR,SHARJAH,GOA,9205,9168,5.1,59.1
2015,Q2,MALAYSIA AIRLINES,SHARJAH,HYDERABAD,14657,14601,66.5,152.4
2015,Q2,MALINDO AIRWAYS,SHARJAH,JAIPUR,13696,14634,6.9,42.5
2015,Q2,MIHIN LANKA,SHARJAH,KOCHI,67614,66476,34.1,906.9
2015,Q2,MYANMAR AIRLINES,SHARJAH,KOZHIKODE,43436,42931,15.8,622.7
2015,Q2,NEPAL AIRLINES CORPORATION,SHARJAH,MUMBAI,26560,28758,136.5,451
2015,Q2,OMAN AIR,SHARJAH,NAGPUR,6470,7703,0.1,107.2
2015,Q2,PAK INTERNATIONAL,SHARJAH,PUNE,648,1204,0,0
2015,Q2,QATAR AIRWATYS,SHARJAH,TRIVANDRUM,44894,43190,10.8,744
2015,Q2,REGENT AIRWAYS,SHENZHEN,MUMBAI,0,0,0,3.4
2015,Q2,SAFI AIRWAYS,SINGAPORE,AHMEDABAD,8005,9195,377.9,529
2015,Q2,SAUDIA,SINGAPORE,BENGALURU,42137,41651,1326,1559.3
2015,Q2,SILK AIR,SINGAPORE,CHENNAI,92208,98825,1700.1,2523.7
2015,Q2,SINGAPORE AIRLINES,SINGAPORE,COIMBATORE,6009,6323,7.1,94.6
2015,Q2,SRILNKAN AIRWAYS,SINGAPORE,DELHI,78830,86011,3595.5,2843.9
2015,Q2,SWISS AIR,SINGAPORE,HYDERABAD,24215,24921,88.7,209.6
2015,Q2,TAJIK AIR,SINGAPORE,KOCHI,18792,18607,37.1,141.5
2015,Q2,THAI AIR ASIA,SINGAPORE,KOLKATA,13984,13725,455.5,1001.6
2015,Q2,THAI AIRWAYS,SINGAPORE,MUMBAI,90346,91884,2800.9,2876.5
2015,Q2,TIGER AIRWAYS,SINGAPORE,TIRUCHIRAPALLY,40511,41022,0.2,363.8
2015,Q2,TRANSAERO AIRLINES,SINGAPORE,TRIVANDRUM,5309,5560,5.1,66.1
2015,Q2,TURKISH AIRLINES,SINGAPORE,VISAKHAPATNAM,2525,2585,8.2,2.5
2015,Q2,TURKMENISTAN AIRLINES,SYDNEY,DELHI,6834,9022,65.8,221.9
2015,Q2,UNITED AIRLINES,TAIPAE,DELHI,1288,7417,170.9,148.6
2015,Q2,UNITED AIRLINES BANGLADESH LTD.,TAIPAE,MUMBAI,0,0,90.9,0
2015,Q2,UNITED PARCEL SERVICES,TASHKENT,AMRITSAR,1323,3027,1.8,18.1
2015,Q2,UZBEKISTAN AIRWAYS,TASHKENT,DELHI,11180,9958,20.2,515.8
2015,Q2,VIRGIN ATLANTIC AIRLINES,TEHRAN,DELHI,3363,2863,18.3,333.3
2015,Q2,YEMENIA AIRWAYS,TEHRAN,MUMBAI,4540,4661,1.7,131.2
2015,Q2,AIR INDIA,TELAVIV,MUMBAI,5693,6692,182.7,310.1
2015,Q2,AIR INDIA EXPRESS,TOKYO,DELHI,10193,12391,1137.2,759.5
2015,Q2,INDIGO,TORONTO,DELHI,9404,13262,73.9,75
2015,Q2,JET AIRWAYS,VIENNA,DELHI,10481,16315,518.2,665.8
2015,Q2,SPICEJET,ZURICH,DELHI,16253,20642,929,1353.1
2015,Q2,AEROFLOT,ZURICH,MUMBAI,16091,20279,1193.7,1419.6
2015,Q3,AEROLOGIC,ABUDHABI,AHMEDABAD,18134,20974,11.8,160.9
2015,Q3,AIR ARABIA,ABUDHABI,BENGALURU,33314,35643,113,326.4
2015,Q3,AIR ASIA BERHAD,ABUDHABI,CHENNAI,37795,43010,33.7,380.8
2015,Q3,AIR ASTANA,ABUDHABI,DELHI,62832,67076,2024.4,2763.6
2015,Q3,AIR AUSTRAL,ABUDHABI,GOA,0,0,0,0
2015,Q3,AIR CHINA,ABUDHABI,HYDERABAD,39317,41696,67.7,210.6
2015,Q3,AIR FRANCE,ABUDHABI,JAIPUR,7550,10466,29.9,51.3
2015,Q3,AIR MANAS,ABUDHABI,KOCHI,57853,59696,12.5,630.3
2015,Q3,AIR MAURITIUS,ABUDHABI,KOLKATA,6041,7432,4.6,114.9
2015,Q3,AIR SEYCHELLES,ABUDHABI,KOZHIKODE,54773,46630,454.6,200.5
2015,Q3,ALL NIPPON AIRWAYS,ABUDHABI,LUCKNOW,12948,11533,0.3,40.3
2015,Q3,ARIANA AFGHAN,ABUDHABI,MANGALORE,17801,19928,6.3,7.9
2015,Q3,ASIANA AIRLINES,ABUDHABI,MUMBAI,70306,86560,2017.1,2661.3
2015,Q3,AUSTRIAN AIRLINES,ABUDHABI,PUNE,8003,11696,0,0
2015,Q3,BANGKOK AIRWAYS,ABUDHABI,TRIVANDRUM,26691,30487,8,212.6
2015,Q3,BHUTAN AIRLINES,ADDIS ABABA,CHENNAI,0,0,0,1099.6
2015,Q3,BIMAN BANGLADESH,ADDIS ABABA,DELHI,10223,10790,17.7,31.4
2015,Q3,BRITISH AIRWAYS,ADDIS ABABA,MUMBAI,7307,6512,31.3,1195.5
2015,Q3,BUDHHA AIR,ADEN,MUMBAI,21,427,0,1.3
2015,Q3,CATHAY PACIFIC,AL AIN,KOZHIKODE,1929,2119,0,0
2015,Q3,CHINA AIRLINES LTD,ALMATY,DELHI,7241,7197,2.8,115.4
2015,Q3,CHINA EASTERN AIRLINES,AMSTERDAM,DELHI,13576,14505,701.2,1483.8
2015,Q3,CHINA SOUTHERN ,ASHGABAT,AMRITSAR,7608,7520,1.2,43.2
2015,Q3,DRAGON AIR,ASHGABAT,DELHI,2570,2288,0,34.2
2015,Q3,DRUK AIR,BAGHDAD,DELHI,2586,2226,0,0
2015,Q3,EGYPT AIR,BAHRAIN,BENGALURU,0,0,0.8,0
2015,Q3,EL-AL-ISRAEL,BAHRAIN,CHENNAI,15888,16393,9.9,292.1
2015,Q3,EMIRATES AIRLINE,BAHRAIN,DELHI,28851,28676,100.4,405.1
2015,Q3,ETHIOPIAN AIRLINES,BAHRAIN,HYDERABAD,8119,8000,0.2,0.1
2015,Q3,ETIHAD AIRLINES,BAHRAIN,KOCHI,15431,16218,19.2,301.6
2015,Q3,EVA AIRWAYS,BAHRAIN,KOZHIKODE,4841,6600,0,76.7
